No,Brand,Nomor Permohonan,Tahun Permohonan,Status,Kode Kelas,Deskripsi Kelas
42,DYNAMO + GAMBAR,D002007003583,2007,Didaftar,3,"Deterjen untuk keperluan mencuci, dan sediaan-sediaan lainnya untuk mencuci, dan sabun lain, zat (sediaan) untuk menghilangkan noda pada kain, sediaan -sediaan untuk memutihkan, sediaan-sediaan untuk melembutkan kain untuk keperluan mencuci, zat (sediaan) untuk mencerahkan warna untuk keperluan mencuci, deterjen untuk mencuci, pelembut, sediaan untuk memutihkan untuk keperluan mencuci, pelembut cucian dan sediaan untuk mencuci"
43,ATOTECH,D002007003599,2007,Didaftar,1,"Bahan kimia digunakan dalam industri, pengetahuan dan fotografi, maupun dalam pertanian, perkebunan dan kehutanan, bahan kimia digunakan dalam perawatan permukaan logam-logam dan polimer, terutama untuk pelapisan galvano, rendaman galvanisasi, sediaan-sediaan untuk pengerasan dan penyolderan"
44,ATOTECH,D002007003600,2007,Didaftar,7,"Mesin-mesin untuk digunakan dalam perawatan permukaan logam-logam dan polimer, mesin-mesin untuk galvanisasi, mesin-mesin untuk pembuatan komponen elektronik"
45,ATOTECH,D002007003601,2007,Didaftar,9,"Perkakas dan instrument untuk konduksi, penghubung, transformasi, akumulasi, pengatur atau pengontrol listrik, perkakas listrik dan modulnya untuk perawatan permukaan logam dan polimer, terutama untuk digunakan dalam bidang pelapisan galvano"
46,KRIYA NUSANTARA,D002007003609,2007,Didaftar,20,"Kotak perhiasan, dudukan mushaf Al Qur'an, hiasan dinding"
47,RUD,D002007003618,2007,Didaftar,6,"bagian-bagian cetakan dan tempa yang telah dan belum diproses, barang-barang dari besi dan benda-benda kecil berupa peranti keras dari logam, Barang-barang dari logam, yang tidak termasuk dalam ===in, ember, sekrap dan obeng dari logam untuk rantai pengangkut/pemindah barang (conveyor), indikator kelebihan beban pada sambungan-sambungan rantai, komponen­komponen dan perangkat-perangkat dari logam untuk penyambung, penghubung, pemendek, pengarah dan pengencang rantai-rantai, ban-ban danl atau tali-tali, pegangan, kaitan, pencakar, mata rantai, borgol, lilitan penahan dan gelang-gelang penyambung yang terbuat dari logam untuk digunakan pada rantai-rantai, ban-ban danl atau tali-tali, penyangga pegas tarik untuk beban ekstra berat, perlengkapan-perlengkapan untuk kontainer, rantai-rantai pengaman, rantai-rantai tali layar kapal, penyambung-penyambung mata rantai, pin-pin penyambung, roda-roda rantai, gelondongan rantai, roda gigi, poros roda rantai, gerigi-gerigi roda rantai, kaitan/penyambung rantai, pengatur rantai  pengencang rantai, rantai penggerek, pemutar dan gerek pemutar pengubah arah rantai, pemendek rantai, tempat-tempat rantai, rantai-rantai, khususnya rantai-rantai pengikat, rantai-rantai jangkar, rantai-rantai tali sling, rantai-rantai untuk pengangkut/pemindah barang (conveyor), rantai-rantai pengangkat barang, roda gigi rantai dan pembesar roda gigi rantai, roda-roda gerigi, roda-roda pengubah arah, roda-roda pengarah, rol-rol termasuk rol pengarah, rel pengarah dan rel jalur jalan terbuat dari logam"
48,ERLAU,D002007003619,2007,Didaftar,12,"alat-alat pembantu pemasangan rantai-rantai ban, perangkat-perangkat anti selip untuk kendaraan darat, Rantai-rantai ban, khususnya pelindung ban dan rantai-rantai anti selip termasuk bagian-bagian dari rantai-rantai tersebut"
49,CASTROL CRB,D002007003620,2007,Didaftar,4,Minyak-minyak pelumas untuk kendaraan bermotor
50,MTR,D002007003628,2007,Didaftar,1,"Cairan kimia, dan lem perekat untuk menambal ban dalam"
51,SCORPION + LUK,D002007003629,2007,Didaftar,7,"Winch mobil (mesin penderek mobil, hoist, ialah mesin penggerak atau penarik barang, generator (genset), mesin pengelas listrik, mesin pencuci mobil, kompresor udara, mesin-mesin hydraulic, mesin gurinda, mesin gergaji"
52,Remifemin,D002007003639,2007,Didaftar,5,"bahan-bahan untuk berpantang makan/diet yang disesuaikan untuk pemakaian medis, pembasmi kuman, Sediaan-sediaan hasil pharmasi dan ilmu kedokteran hewan, sediaan-sediaan saniter untuk keperluan medis, tambahan nutrisi untuk keperluan medis"
53,D ARENBERG,D002007003642,2007,Didaftar,33,Minuman anggur
54,KOPIKO,D002007003650,2007,Didaftar,30,"asin, coklat, ikan, madu, air gula, ragi, bubuk pengembang roti/kue, dodol, jenang, mesis, baking powder, gist, havermot, cengkeh, lada, hunkwe, tepung ketan, misoa, mie kering, hamburger, donat, kue bolu, pai daging, pizza, spagetti, tepung gula, glucose, minuman coklat dengan susu, makanan untuk sarapan terbuat dari jagung, malt untuk makanan, pepermin untuk kembang gula, makanan dengan bahan dasar gandum, bubur havermot, sediaan makanan dari padi-padian (cereal), brondong jagung, macaroni, manis, Minuman kopi, minuman teh, kopi, teh, kakao, coklat, gula, biskuit, coklat, coklat bubuk, garam, minuman dengan dasar teh, kopi/coklat, minuman kopi dengan susu, kerupuk, emping, mie, bihun, sohun, tapioka, sagu, bahan pengganti kopi, tepung dan sediaan-sediaan terbuat dari gandum, roti, kue dan kembang gula, es konsumsi, madu sirop, ragi, bubuk untuk membuat roti, mostard, cuka, kecap, rempah-rempah, saos cabe, saos tomat, teh, es krim, penyedap rasa, permen, bumbu masak, sambal goreng, essence rasa untuk makanan/kue, pewangi untuk makanan/kue, vanili, wafer, kue-kue, kue kering, kue basah, snack (makanan ringan) dibungkus dengan kemasan yang berupa kerupuk dengan rasa keju, udang"
55,KOPIKO MILKO,D002007003651,2007,Didaftar,30,"asin, coklat, ikan, madu, air gula, ragi, bubuk pengembang roti/kue, dodol, jenang, mesis, baking powder, gist, havermot, cengkeh, lada, hunkwe, tepung ketan, misoa, mie kering, hamburger, donat, kue bolu, pai daging, pizza, spagetti, tepung gula, glucose, minuman coklat dengan susu, makanan untuk sarapan terbuat dari jagung, malt untuk makanan, pepermin untuk kembang gula, makanan dengan bahan dasar gandum, bubur havermot, sediaan makanan dari padi-padian (cereal), brondong jagung, macaroni, manis, Minuman kopi, minuman teh, kopi, teh, kakao, coklat, gula, biskuit, coklat, coklat bubuk, garam, minuman dengan dasar teh, kopi/coklat, minuman kopi dengan susu, kerupuk, emping, mie, bihun, sohun, tapioka, sagu, bahan pengganti kopi, tepung dan sediaan-sediaan terbuat dari gandum, roti, kue dan kembang gula, es konsumsi, madu sirop, ragi, bubuk untuk membuat roti, mostard, cuka, kecap, rempah-rempah, saos cabe, saos tomat, teh, es krim, penyedap rasa, permen, bumbu masak, sambal goreng, essence rasa untuk makanan/kue, pewangi untuk makanan/kue, vanili, wafer, kue-kue, kue kering, kue basah, snack (makanan ringan) dibungkus dengan kemasan yang berupa kerupuk dengan rasa keju, udang"
56,TORA,D002007003652,2007,Didaftar,30,"Havermot, makanan untuk sarapan terbuat dari jagung, bubur havermot, sediaan makanan dari padi-padian (cereal)RALAT PUTUSAN KOMISI BANDING MEREK NOMOR : 305/KBM/HKI/2012 tanggal 22 Desember 2015 : yaitu : Minuman kopi, minuman teh, kopi, teh, kakao, coklat, gula biskuit, coklat bubuk, garam, minuman dengan dasar teh, kopi/coklat, minuman kopi dengan susu, kerupuk, emping, mie, bihun, sohun, tapioka, sagu, bahan pengganti kopi, dan sediaan-sediaan terbuat dari gandum, roti, kue dan kembang gula, es konsumsi, madu sirop, ragi bubuk untuk membuat roti, mostard, cuka, kecap, rempah, bumbu masak, saos cabe, saos tomat, teh, es krim, penyedap rasa permen, bumbu masak, sambal goreng, essense rasa untuk makanan/kue, pewangi untuk makanan/kue, vanili, waferKue-kue, kue kering, snack (makanan ringan) dibungkus dengan kemasan yang berupa kerupuk dengan rasa keju, -coklat, -asin, -manis, -udang, -ikan, madu, air gula, ragi bubuk pengembang roti/kueDodol, jenang, mesis, baking powder, gist, cengkeh, lada, hunkwe, tepung, ketan, misoa, mie kering, hamburger, donat, kue bolu, pai daging, pizza, spaghetti, tepung gula, glucose, minuman coklat dengan susu, malt untuk makanan, pepermin untuk kembang gula, makanan dengan bahan dasar gandum, brodong jagung, makaroni"
57,LAMPION BRAND + LUKISAN,D002007003656,2007,Didaftar,4,"LILIN SEMBAHYANG, MACAM -MACAM LILIN"
58,LAMPION BRAND + LUKISAN,D002007003657,2007,Didaftar,4,"lilin sembahyang, Macam-macam lilin"
59,BENNI,D002007003664,2007,Didaftar,12,"badan mobil, Casis mobil, kopeling untuk kendaraan darat, roda kemudi untuk kendaraan"
60,LEADTEK,D002007003667,2007,Didaftar,9,"alat penerima GPS (global positioning systems), alat pengirim GPS (global positioning systems), alat­alat perekam bio-sinyal, alat-alat penerima bio-sinyal, prosesor bio-sinyal, antena GPS (global positioning systems), bio-chip, GPS (global positioning systems) terdiri dari komputer-komputer, perangkat lunak computer, alat pengirim, alat penerima, dan alat-alat interface jaringan, alat-alat keamanan, yaitu, kamera-kamera pengawas, alat perekam video, kamera protokol internet, kartu grafik akselerator untuk komputer, Kartu interface komputer, kartu VGA untuk komputer-komputer, kartu-kartu suara (sound card), komputer-komputer, lingkaran arus terpadu, modem-modem, papan induk Komputer (motherboard), pengawas dan peralatan pengirim video pengawas untuk pengawasan dari jauh, pengubah sinyal, peralatan konferensi melalui video, alat-alat deteksi bio-sinyal, perangkat lunak computer untuk mengontrol kartu ""interface"" jaringan, perangkat lunak untuk memperluas kemampuan audio-visual dari aplikasi multimedia, yaitu untuk integrasi dari tulisan, bunyi, grafik, gambar diam dan gambar bergerak, telepon-telepon, routers (pengatur jalur) untuk jaringan komputer, telepon video"
61,FK PULSE,D002007003681,2007,Didaftar,1,"Cairan rem/minyak rem, cairan kimia untuk campuran pelumas, cairan untuk lingkar arus hidrolik, cairan kimia untuk transmisi dan bahan kimia untuk perawatan mesin-mesin/motor"
62,FK PULSE,D002007003682,2007,Didaftar,4,"Bahan tambahan pada bahan bakar motor, yaitu: minyak gemuk, spritus bakar, lilin-lilin bakar, minyak ter, minyak diesel, minyak pelumasj/olie, olie untuk motor dan olie untuk mesin, minyak gas, minyak motor clan stempet"
63,FK,D002007003683,2007,Didaftar,1,"Cairan rem/ minyak rem, cairan kimia untuk campuran pelumas, cairan untuk lingkar arus hidrolik, cairan kimia untuk transmisi dan bahan kimia untuk perawatan mesin-mesin/motor"
64,FK,D002007003686,2007,Didaftar,4,"Bahan tambahan pada bahan bakar motor, yaitu: minyak gemuk, spritus bakar, lilin-lilin bakar, minyak ter, minyak diesel, minyak pelumas/olie, olie untuk motor dan olie untuk mesin, minyak gas, minyak motor danan stempet"
65,KAM SENG + LOGO,D002007003689,2007,Didaftar,32,"air-air mineral dan air soda dan minuman (lain) yang tidak mengandung alkohol, Bir, minuman dan jus buah-buahan, sirop dan sediaan lain untuk membuat minuman"
66,KAM SENG + LOGO,D002007003691,2007,Didaftar,30,"es, es konsumsi, garam, mostard, Kopi, teh, kakao, gula, beras, tapioka, sagu, bahan pengganti kopi; tepung dan sediaan-sediaan terbuat dari biji~ bijian; roti, biskuit, kue, kue kering dan kembang gula, es; madu, gula tetes, ragi, tepung untuk membuat roti; garam, mustard; lada, cuka, saus, rempah-rempah; es., lada, cuka, saos, madu sirop, ragi, bubuk untuk membuat roti, rempah-rempah, tepung dan sediaan-sediaan terbuat dari gandum, roti, biskwit, kueh-kueh dan kembang-kembang gula, es-konsumsi"
67,KAM SENG + LOGO,D002007003692,2007,Didaftar,29,"selai, manisan, telur, susu dan hasil susu, minyak dan lemak yang dapat dimakan, sayuran dan buah-buahan dalam kaleng dan acar-acar, Steak-steak, ikan-ikan, sayuran dan daging, ikan unggas dan binatang-binatang buruan, sari daging, buah-buahan serta sayuran yang diawetkan, dikeringkan dan dimasak"
68,BUAJA + LUKISAN,D002007003694,2007,Didaftar,16,Kantong plastik
69,JAHEKU,D002007003695,2007,Didaftar,5,"Makanan bayi, susu bayi, susu yang mengandung albumine, susu yang mengandung royal jelly untuk bayi atau untuk medis, susu pertumbuhan yang bervitamin,  minyak ikan salmon dan minyak ikan yang mengandung vitamin, minuman diet dan kembang gula pastiles yang mengandung obat,  teh obat, laktosa, nutrisi, syrup dan tonik obat, minuman temulawak yang mengandung tonik/obat, vitamin-vitamin, minuman buah noni dan buah jube yang mengandung obat"
70,JAHEKU,D002007003696,2007,Didaftar,29,"Daging, ikan, unggas dan binatang buruan, saripati daging, sirip ikan, buah-buahan, rumput laut, lidah buaya dan sayuran yang di awetkan, dikeringkan, dibekukan dan di masak, jelly/agar-agar, selai, susu dan produk susu, sari pati rumput-rumput untuk makanan, minyak wijen, mentega, minyak goreng, gemuk kelapa, ketimun laut (tidak hidup), sediaan untuk sop sayuran, ikan tuna beku, bawang, cendawan dan jamur yang diawetkan/dikeringkan, jagung giling, jagung panggang, serpih yang terbuat dari jagung, tahu/tofu, udang barong (tidak hidup), protein untuk makanan manusia, telur asin, sarang burung untuk dimakan, agar, manisan buah-buahan, manisan kulit buah, sukade, jam/jeli, kentang goreng, dendeng sapi/babi, steak daging, abon sapi, siobak ialah daging babi panggang/bakar, sioke ialah daging ayam bakar/panggang, ikan dan abon ayam, ham sosis, daging ham, mente goreng, kacang dan kacang polong yang sudah diolah, keju, kripik jagung, kripik kentang, pisang, kripik sukun, nanas, nangka, sayur, tahu, jamur, buah dan kripik tempe, ikan, daging, sayuran, asparagus, jamur, cendawan, kacang kedelai dan buah-buahan dalam kaleng, kodok, ayam, ikan, daging, bebek, tempe dan udang goreng/bakar, fried chicken, produk makanan terbuat dari ikan, daging dan dari udang, manisan asam, segala jenis soto, ceriping pedas, krim kocok untuk makan, air/pati kaldu, selada buah, bubur daging/ayam, susu kepala yang dikocok, susu as am, minuman yang mengandung susu (susu sebagai unsur utama), susu bubuk dan susu kental manis, kefir (minuman susu), makanan kecil/kripik yang siap dimakan yang terbuat dari umbi-umbian, bijian dan kacang-kacangan dengan macam-macam rasa"
71,JAHEKU,D002007003697,2007,Didaftar,30,"garam masak, mostard, cuka makan, es cream/es konsumsi, es krim, es campur teh susu mutiara, es buah, es konsumsi, kakao/coklat bubuk dan pasta, pasta/hiasan kue yang dapat dimakan, meses, kopi dan teh minuman, minuman dengan bahan dasar coklat, jagung popcorn, jagung giling/bakar, tepung kacang, tepung terigu/gandum, sereal, mi, sohun, mihun, hunkwe, mi dan nasi goreng, misoa, makaroni, madu tawon, gula pasir, gula aren, gula batu bukan untuk medis, kopi bubuk dengan bahan dasar kopi dengan campuran bubuk temulawak dan campuran jahe, wafer, kue pudding, makanan ringan cheeseball dan cheesestick, cakue, kopi bubuk susu dengan bahan dasar kopi dan campuran susu dan gula, kopi bubuk cacao, royal jelly untuk makanan manusia, bumbu-bumbu masak, spikulas, pecel, kare, rawon, sate, gada-gada dan bumbu ayam goreng, bumbu bawang, merica dan keningar bubuk, essence penyedap rasa dan aroma untuk makanan, panilli, mayones, pai daging, bakpau, bahan kue pengganti kuning telor, bahan penghalus kue yaitu, kembang gula jelly, tingting jahe, ragi, bubuk untuk membuat roti, Kopi bubuk, teh, beras, tepung/bubuk beras, beras ketan, tapioka, sagu, bahan pengganti kopi, wingko, pastel, roti, dodol, kueh, kue-kue, pizza, donat, martabak, biskuit dan kembang gula/permen, SP, ovalet dan soda kue, rempah-rampah/kunir dan jahe, cao/cincao, kue terang bulan, bakcang, makanan siomay, sambal pecel, sambal goreng, , brem (makanan) dan kecap manis/asin, saos tomat, saoss-saos lombok, blinjo dan krupuk-krupuk rambak/udang/ikan, makanan dari gandum untuk makan pagi, puding dari telur, nasi uduk, bubur havermot, bakso/bakwan dan snack/makanan kecil dari jagung"
72,JAHEKU,D002007003698,2007,Didaftar,32,"Bir, air mineral"
73,BOOM,D002007003699,2007,Didaftar,31,"Hasil-hasil produksi pertanian, perkebunan, kehutanan dan jenis-jenis gandum, yaitu: kopi biji mentah, kacang kedelai mentah, buah-buah segar, sayur-sayuran segar, benih-benih sayuran, benih-benih padi-padian, benih-benih jagung, benih-benih tanaman, bunga-bunga alami, benih-benih bunga dan benih-benih buah-buahan"
74,FK/MASSIMO,D002007003700,2007,Didaftar,1,"Cairan rem/minyak rem, cairan kimia untuk campuran pelumas, cairan untuk lingkar arus hidrolik, cairan kimia untuk transmisi dan bahan kimia untuk perawatan mesin-mesin/motor"
75,SUN PHARMACEUTICAL INDUSTRIES LTD. + LOGO,D002007003707,2007,Didaftar,5,Produk-produk farmasi
76,LOFT,D002007003710,2007,Didaftar,25,"Catatan: Didaftar Berdasarkan Putusan Mahkamah Agung Republik Indonesia Nomor: 728/K/PdtSus/20JoNo40/Merek/2011/PNNiagaJktPst, Pakaian jadi, alas kaki, tutup kepala"
77,LOFT,D002007003712,2007,Didaftar,18,"cambuk, pakaian kuda dan pelana, kopor dan tas bepergian, Kulit dan kulit imitasi, dan barang-barang terbuat dari bahan-bahan ini dan tidak termasuk dalam ===in, kulit-kulit binatang, kulit halus, payung hujan, payung matahari dan tongkat"
78,NAIL POWER,D002007003716,2007,Didaftar,1,Perekat untuk digunakan dalam industri
